Time,L_IMU_Ang,R_IMU_Ang,L_IMU_Vel,R_IMU_Vel,L_Cmd,R_Cmd,Peak
0.030218124389648438,-36.06042572671092,-6.089265278095667,-126.33249408712902,73.30434119172958,0.01748465276816278,-0.010290547519726667,
0.046617984771728516,-36.06042572671092,-6.089265278095667,-123.15861753261618,73.524071107042,0.07908087403516867,-0.04295348196870488,
0.05487346649169922,-38.0544747081712,-6.089265278095667,-117.3479819943542,72.1324483100633,0.17938339844076473,-0.084439870514836,
0.062322139739990234,-38.0544747081712,-5.539940489814597,-109.09590295262069,71.25352864881359,0.29363579829058983,-0.10957783658080603,
0.07029581069946289,-38.0544747081712,-3.8095674067292293,-100.86823834592201,69.95956359197373,0.40531593490062934,-0.10517644198545605,
0.07870054244995117,-38.0544747081712,-3.3591210803387526,-92.61615930418861,67.76226443884946,0.5045390973669157,-0.0689490839715342,
0.08663249015808105,-38.812542915999074,-3.3591210803387526,-80.79957274738695,64.49073014419776,0.5854631570768866,-0.005551226417985156,
0.09435439109802246,-38.812542915999074,-3.3591210803387526,-68.98298619058517,60.36469062333106,0.6444836408894848,0.07703912054516633,
0.10375666618347168,-38.812542915999074,-2.6449988555733626,-60.63324940871291,56.01892118715193,0.6804826592598552,0.1702188108753319,
0.11189460754394531,-38.812542915999074,-1.8429846646830015,-52.771801327534945,53.84603646906237,0.6949249679784157,0.266008253640818,
0.11961984634399414,-38.21927214465552,-1.8429846646830015,-43.811703669794724,52.5276569771878,0.6903771251741364,0.3573783917546745,
0.12732625007629395,-38.21927214465552,-1.0409704737926404,-34.85160601205462,51.52666514076452,0.6693810010666154,0.4387777008039148,
0.13485980033874512,-37.713893339436936,-0.672922865644324,-25.42763408865494,50.15945677882053,0.6343430529135795,0.5066081128939216,
0.14321088790893555,-37.713893339436936,-0.37628747997254663,-16.028076600289978,48.35278858625168,0.5875730886980092,0.5590360839671797,
0.15123200416564941,-37.713893339436936,-0.07965209430076925,-9.24086366063932,46.57053482871743,0.5316016956801733,0.5955125612251863,
0.15920019149780273,-37.713893339436936,-0.07965209430076925,-2.453650720988776,44.275577935454294,0.4693317988354833,0.6162729396266347,
0.16738080978393555,-37.713893339436936,-0.07965209430076925,4.333562218661768,42.420080872816015,0.40341805187989543,0.6219342972225128,
0.17526769638061523,-37.235980773632406,-0.07965209430076925,11.535820553902454,41.44350347142745,0.33583418952137417,0.6130947890714129,
0.18440818786621094,-36.81849393453879,0.4861524376287605,14.148165102616872,40.73548485542074,0.2685654711383542,0.5902178766461321,
0.19294285774230957,-36.73060196841382,1.227740901808204,16.90699626153969,40.68665598535131,0.20416076032491934,0.553952127128947,
0.20224666595458984,-36.62073701075761,1.227740901808204,19.71465629053182,41.248187991149734,0.14487193590208222,0.5052764938366315,
0.2126150131225586,-36.62073701075761,2.205539024948507,22.497901884489238,40.955214770733164,0.09227549128071373,0.44508117290790017,
0.22242403030395508,-36.39551384756237,2.205539024948507,22.180514229037954,40.662241550316594,0.047861625370423426,0.3741059456906655,
0.23389720916748047,-36.39551384756237,2.205539024948507,21.86312657358667,40.58899824521245,0.012839414232677739,0.293867067439395,
0.24915313720703125,-36.39551384756237,3.4360265506981023,21.10627908751053,39.41710536354617,-0.012479196154793782,0.20722506869187718,
0.25663161277770996,-36.23620965896086,3.765621423666744,20.373846036469104,39.00205996795603,-0.028707397662710812,0.11806603643987966,
0.26454925537109375,-35.46166170748455,3.765621423666744,20.00762951094839,38.562600137331174,-0.03723198244525754,0.03076438147890133,
0.2721433639526367,-35.46166170748455,4.353398947127488,19.665827420462392,38.31845578698403,-0.039850104584336576,-0.0506456555862453,
0.28209805488586426,-35.15403982604715,4.353398947127488,18.225375753414255,38.049897001602176,-0.03811623603757948,-0.12312937508910211,
0.2929036617279053,-35.15403982604715,4.353398947127488,16.345464255741263,37.805752651255034,-0.03309166558494399,-0.1846051111436574,
0.3030819892883301,-35.15403982604715,4.781872281986722,15.490959029526152,37.07331960021361,-0.025625214478778614,-0.23388156359194814,
0.3126869201660156,-34.63767452506295,5.303730830853738,16.076905470359407,35.60845349813076,-0.01684025517989567,-0.27051897241145867,
0.32204627990722656,-34.0993362325475,5.517967498283355,16.90699626153969,34.24124513618676,-0.008156483215092393,-0.29463417333109493,
0.3336644172668457,-33.61593041886016,5.682764934767675,19.29961089494168,32.55664911879148,-0.000970831510964576,-0.307075541756372,
0.3420093059539795,-32.9182879377432,5.682764934767675,23.645380331120805,30.872053101396205,0.003262447802454549,-0.3095068844474789,
0.35248827934265137,-32.9182879377432,5.682764934767675,27.99114976729993,29.187457084000926,0.0032082413481533626,-0.30441049813058424,
0.36272192001342773,-32.9182879377432,5.682764934767675,32.336919203479056,26.35538261997408,-0.001766091755201882,-0.2948983942073124,
0.37279534339904785,-32.17120622568095,5.419089036392762,37.02449073014418,22.27817196917681,-0.01167646473250743,-0.28396561778865204,
0.3822610378265381,-30.847333485923542,4.974135957885096,37.09773403524832,16.73609521629669,-0.025792544373494476,-0.2738020149398785,
0.3946986198425293,-30.693522545204843,4.3424124513618665,34.949263752193474,9.265278095674034,-0.04204069782760089,-0.2656438822786318,
0.4027683734893799,-30.462806134126794,4.3424124513618665,33.80178530556191,1.7944609750514928,-0.05793346986454995,-0.25999888948736594,
0.41286396980285645,-30.462806134126794,4.3424124513618665,32.629892423895626,-5.676356145571049,-0.07204636336932697,-0.2565885338885272,
0.42240047454833984,-30.462806134126794,-0.013733119707040942,31.457999542229345,-19.665827420462392,-0.08425549859680717,-0.25231889604036345,
