Time,L_IMU_Ang,R_IMU_Ang,L_IMU_Vel,R_IMU_Vel,L_Cmd,R_Cmd,Peak
0.029910564422607422,-1.760585946440841,0.2664225223163328,-0.15869382772564222,-0.012207217517357094,5.899976119012113e-05,4.538443168470856e-06,
0.04545283317565918,-1.760585946440841,0.28290226596476487,-0.06103608758678547,-0.03662165255207128,0.00023279140277863714,2.977680542358817e-05,
0.052727699279785156,-1.7386129549095983,0.28290226596476487,0.012207217517357094,-0.03662165255207128,0.00042539773931444917,8.89558190208657e-05,
0.06001400947570801,-1.7386129549095983,0.29388876173038625,0.03662165255207128,-0.06103608758678547,0.0005147524398499444,0.00018330243937726782,
0.0672917366027832,-1.7386129549095983,0.3103685053788183,0.03662165255207128,-0.06103608758678547,0.00048532394520273137,0.0003107784361884929,
0.07634854316711426,-1.744106202792409,0.3103685053788183,-0.012207217517357094,-0.06103608758678547,0.0003911546445335116,0.0004583383080544054,
0.08366608619689941,-1.760585946440841,0.3103685053788183,-0.08545052262149966,-0.06103608758678547,0.00032656686928916087,0.0006069250090516638,
0.09103989601135254,-1.7660791943236518,0.3103685053788183,-0.13427939269092803,-0.06103608758678547,0.00037690866020128764,0.0007442337846925327,
0.09846901893615723,-1.7660791943236518,0.36530098420692525,-0.06103608758678547,-0.03662165255207128,0.0005332241114213959,0.0008542020701655396,
0.1058969497680664,-1.7660791943236518,0.36530098420692525,-0.012207217517357094,-0.012207217517357094,0.0006904872673686518,0.0009105707028114969,
0.11385488510131836,-1.760585946440841,0.36530098420692525,0.13427939269092803,0.012207217517357094,0.0007177252284133305,0.0008917272874492786,
0.12117481231689453,-1.7111467154955449,0.36530098420692525,0.3540093080033557,0.03662165255207128,0.00045061485218233686,0.0007898527251965632,
0.12867450714111328,-1.7111467154955449,0.2719157701991435,0.524910353246355,-0.28076600289921316,-0.00026520181850107547,0.0007336788129784277,
0.13808751106262207,-1.6122682536049524,0.2719157701991435,0.6958113984893544,-0.6225680933852118,-0.0014835994907285899,0.001065326236155075,
0.14667177200317383,-1.6122682536049524,0.28290226596476487,0.915541313801782,-0.4272526131074983,-0.0031987567200762036,0.0019185982708727904,
0.15523219108581543,-1.6122682536049524,0.28290226596476487,1.1352712291142097,-0.256351567864499,-0.005403341036494593,0.0029561768177585076,
0.16313838958740234,-1.6452277409018166,0.28290226596476487,0.9643701838712104,-0.08545052262149966,-0.007926255968986318,0.0037653786832280126,
0.17106199264526367,-1.656214236667438,0.3488212405584932,0.9643701838712104,0.08545052262149966,-0.010405273846465612,0.004108952040882374,
0.17936301231384277,-1.656214236667438,0.3488212405584932,0.9643701838712104,0.012207217517357094,-0.012593451992252865,0.003962909478969672,
0.18933653831481934,-1.6507209887846273,0.3488212405584932,1.037613488975353,-0.06103608758678547,-0.014446546365689584,0.003532736856454901,
0.19936800003051758,-1.6452277409018166,0.29388876173038625,1.0620279240100672,-0.256351567864499,-0.01599940695377536,0.0031092012913457854,
0.2094883918762207,-1.656214236667438,0.29388876173038625,1.0620279240100672,-0.4516670481422125,-0.01728034990449282,0.0029690223855437276,
0.22011637687683105,-1.656214236667438,0.29388876173038625,0.9887846189059246,-0.6713969634546402,-0.01826584170776332,0.0033213729790418493,
0.22986555099487305,-1.656214236667438,0.3378347447928718,0.7690547035934969,-0.5737392233157834,-0.01884652421477027,0.004160994041839103,
0.23995471000671387,-1.656214236667438,0.3927672236209787,0.5493247882810692,-0.10986495765621385,-0.018848626871831118,0.005082293169467957,
0.24951982498168945,-1.656214236667438,0.3927672236209787,0.28076600289921316,0.32959487296864154,-0.01813456589727181,0.00543735240879933,
0.25937747955322266,-1.6836804760814914,0.4037537193866001,0.012207217517357094,0.13427939269092803,-0.01663732608698233,0.004974116110077825,
0.2705097198486328,-1.656214236667438,0.4037537193866001,-0.15869382772564222,-0.03662165255207128,-0.014394996374950156,0.004068662478052754,
0.27940845489501953,-1.656214236667438,0.387273975738168,0.06103608758678547,-0.28076600289921316,-0.011709706061471365,0.003242790632573799,
0.2896733283996582,-1.656214236667438,0.387273975738168,0.1831082627603564,-0.4516670481422125,-0.009101271086796333,0.0028429179215760446,
0.2999241352081299,-1.656214236667438,0.387273975738168,0.30518043793392735,-0.32959487296864154,-0.006969517258209555,0.0029208443787151735,
0.30983924865722656,-1.6342412451361952,0.387273975738168,0.1831082627603564,-0.2319371328297848,-0.00540550361844547,0.003235409784461508,
0.31937336921691895,-1.6507209887846273,0.35980773632411456,0.06103608758678547,-0.08545052262149966,-0.004240484809500751,0.003504012994557669,
0.3296234607696533,-1.67269398031587,0.36530098420692525,-0.012207217517357094,0.10986495765621385,-0.003261568010174746,0.003503715209488695,
0.340254545211792,-1.6781872281986807,0.36530098420692525,0.012207217517357094,0.30518043793392735,-0.002389878945046174,0.0030586747252165317,
0.350053071975708,-1.6781872281986807,0.36530098420692525,0.03662165255207128,0.1831082627603564,-0.0016569863465021762,0.002191688663603237,
0.35949206352233887,-1.6507209887846273,0.36530098420692525,0.13427939269092803,0.03662165255207128,-0.0011355250736371733,0.0011963502143647058,
0.36980223655700684,-1.6507209887846273,0.36530098420692525,0.2075226977950706,-0.10986495765621385,-0.000900479013370773,0.00040742010379045765,
0.37938690185546875,-1.6507209887846273,0.36530098420692525,0.3540093080033557,-0.13427939269092803,-0.00101323802189674,-1.3291402147725472e-05,
0.39008116722106934,-1.6507209887846273,0.37079423208973594,0.3540093080033557,-0.08545052262149966,-0.0014761572935479438,-0.00010958681451004519,
0.39948511123657227,-1.656214236667438,0.37079423208973594,0.2075226977950706,-0.012207217517357094,-0.0021264644824089025,-4.454303098195275e-05,
0.40978145599365234,-1.656214236667438,0.37079423208973594,0.08545052262149966,-0.012207217517357094,-0.0026904047333952655,4.613562497379039e-05,
0.41953420639038086,-1.656214236667438,0.3817807278553573,-0.06103608758678547,0.03662165255207128,-0.0029539586673609677,0.00010058628397292783,
0.4300239086151123,-1.67269398031587,0.3817807278553573,-0.06103608758678547,0.03662165255207128,-0.0028493801342880745,9.11203151875896e-05,
0.4392364025115967,-1.67269398031587,0.3817807278553573,-0.012207217517357094,0.08545052262149966,-0.0024807928866116815,5.114207418082459e-06,
0.45110654830932617,-1.6507209887846273,0.3817807278553573,0.13427939269092803,0.06103608758678547,-0.0020632619864988464,-0.00015030251811409676,
0.46037793159484863,-1.6507209887846273,0.3817807278553573,0.1831082627603564,0.012207217517357094,-0.0017931128556591012,-0.0003195969187825666,
0.4694533348083496,-1.6397344930190059,0.3817807278553573,0.13427939269092803,0.012207217517357094,-0.001711804345563253,-0.00043880736016148943,
0.47969937324523926,-1.6397344930190059,0.3817807278553573,0.03662165255207128,0.012207217517357094,-0.0017036795433570601,-0.0004981660172227845,
0.48971986770629883,-1.6397344930190059,0.36530098420692525,-0.03662165255207128,-0.012207217517357094,-0.0016251444140800173,-0.0005052932676005922,
0.5007514953613281,-1.6507209887846273,0.35431448844130387,-0.1831082627603564,-0.012207217517357094,-0.0013625303439382954,-0.0004601955000281631,
0.5100550651550293,-1.6617074845502486,0.35980773632411456,-0.28076600289921316,0.012207217517357094,-0.000830492845206337,-0.00038522599647419103,
0.5203630924224854,-1.6617074845502486,0.37628747997254663,-0.2319371328297848,0.06103608758678547,-5.9478010793946116e-05,-0.0003334283094891195,
